system:index,NO2_column_number_density,data_source,date_end,date_start,latitude,longitude,pollutant,region_name,resolution_km,season,season_name,unit,.geo
4_17,9.382228744573087E-5,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Kağıthane,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.21919681182425]}"
4_18,9.312927495574296E-5,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Kağıthane,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95719318359278,41.24614627034783]}"
4_19,9.131195600346441E-5,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Kağıthane,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.984142642116364,41.24614627034783]}"
4_20,9.257558823723509E-5,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Kağıthane,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.24614627034783]}"
4_21,9.402042722242046E-5,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Kağıthane,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.24614627034783]}"
4_22,9.250432794508687E-5,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Kağıthane,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.24614627034783]}"
4_23,9.340933251711195E-5,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Kağıthane,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.24614627034783]}"
5_0,1.2793256512321863E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.003601143635564]}"
5_1,1.2445696839619372E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.003601143635564]}"
5_2,1.2209474056473372E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.003601143635564]}"
5_3,1.201254789584015E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.003601143635564]}"
5_4,1.2028853200666638E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.003601143635564]}"
5_5,1.2050829371085055E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.003601143635564]}"
5_6,1.273735519769686E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.030550602159146]}"
5_7,1.1974059822775695E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.030550602159146]}"
5_8,1.1574832633555739E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.030550602159146]}"
5_9,1.147898435081112E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.030550602159146]}"
5_10,1.1611194609601882E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.030550602159146]}"
5_11,1.1224331126007251E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.030550602159146]}"
5_12,1.2351944013136632E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.057500060682734]}"
5_13,1.2385195295790754E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.057500060682734]}"
5_14,1.1608724936904724E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.057500060682734]}"
5_15,1.1411895419976976E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.057500060682734]}"
5_16,1.1388355832995045E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.057500060682734]}"
5_17,1.1156934367909584E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.057500060682734]}"
5_18,1.1708741618604022E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.084449519206316]}"
5_19,1.1627389501124394E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.084449519206316]}"
5_20,1.1019439208037448E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.084449519206316]}"
5_21,1.0757533637873396E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.084449519206316]}"
5_22,1.0445030530133146E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.084449519206316]}"
5_23,1.0015022363313491E-4,Sentinel-5P,2024-06-15,2024-02-15,,,NO2,Üsküdar,3,MAM,Spring,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.084449519206316]}"
6_0,1.077719973440437E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.172788851781462,40.86885385101763]}"
6_1,1.0725819166940696E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.199738310305047,40.86885385101763]}"
6_2,1.1016354041230706E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.226687768828633,40.86885385101763]}"
6_3,1.1018777663121793E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.25363722735222,40.86885385101763]}"
6_4,1.115546033971468E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.280586685875804,40.86885385101763]}"
6_5,1.1016083003600514E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.30753614439939,40.86885385101763]}"
6_6,1.0750895252461448E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334485602922975,40.86885385101763]}"
6_7,1.0762061966296673E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.172788851781462,40.895803309541215]}"
6_8,1.0763267528457808E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.199738310305047,40.895803309541215]}"
6_9,1.0979974084439872E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.226687768828633,40.895803309541215]}"
6_10,1.1001475797764698E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.25363722735222,40.895803309541215]}"
6_11,1.1086438681114419E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.280586685875804,40.895803309541215]}"
6_12,1.056955060039148E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.30753614439939,40.895803309541215]}"
6_13,1.0576102634287115E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334485602922975,40.895803309541215]}"
6_14,1.0664922155624214E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.172788851781462,40.922752768064804]}"
6_15,1.0437609284423607E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.199738310305047,40.922752768064804]}"
6_16,1.0208950304569769E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.226687768828633,40.922752768064804]}"
6_17,1.0257720786325293E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.25363722735222,40.922752768064804]}"
6_18,1.0188203860714116E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.280586685875804,40.922752768064804]}"
6_19,1.0009349643303993E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.30753614439939,40.922752768064804]}"
6_20,9.988396234373429E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334485602922975,40.922752768064804]}"
6_21,1.051197287031659E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.172788851781462,40.94970222658839]}"
6_22,1.0195622044303034E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.199738310305047,40.94970222658839]}"
6_23,1.0073890797264807E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.226687768828633,40.94970222658839]}"
6_24,1.0070411878812944E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.25363722735222,40.94970222658839]}"
6_25,9.75451396293843E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.280586685875804,40.94970222658839]}"
6_26,9.733227544201794E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.30753614439939,40.94970222658839]}"
6_27,9.622059941276839E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kartal,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334485602922975,40.94970222658839]}"
7_0,8.714640097285797E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95719318359278,41.165297894777076]}"
7_1,8.611536887478434E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.984142642116364,41.165297894777076]}"
7_2,8.72318208793493E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.165297894777076]}"
7_3,8.732876247694716E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.165297894777076]}"
7_4,8.589168431788884E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.165297894777076]}"
7_5,8.539870500450227E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.165297894777076]}"
7_6,8.534429927165709E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95719318359278,41.19224735330066]}"
7_7,8.449472954622792E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.984142642116364,41.19224735330066]}"
7_8,8.438763591391598E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.19224735330066]}"
7_9,8.541144141334762E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.19224735330066]}"
7_10,8.44081863667923E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.19224735330066]}"
7_11,8.541052929597533E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.19224735330066]}"
7_12,8.42093906956576E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95719318359278,41.21919681182425]}"
7_13,8.404087381813595E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.984142642116364,41.21919681182425]}"
7_14,8.438562192131019E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.21919681182425]}"
7_15,8.531770074626792E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.21919681182425]}"
7_16,8.5488313962658E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.21919681182425]}"
7_17,8.536540026791249E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.21919681182425]}"
7_18,8.440463278228446E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95719318359278,41.24614627034783]}"
7_19,8.451683779694684E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.984142642116364,41.24614627034783]}"
7_20,8.491383078369902E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.24614627034783]}"
7_21,8.480565603359028E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.24614627034783]}"
7_22,8.444668078283172E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.24614627034783]}"
7_23,8.440791373176066E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Kağıthane,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.24614627034783]}"
8_0,1.1145312785114898E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.003601143635564]}"
8_1,1.0859712505361653E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.003601143635564]}"
8_2,1.0568590035782076E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.003601143635564]}"
8_3,1.0574134692232227E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.003601143635564]}"
8_4,1.0608243068530649E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.003601143635564]}"
8_5,1.0194622221491847E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.003601143635564]}"
8_6,1.106141671063661E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.030550602159146]}"
8_7,1.0791051605334318E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.030550602159146]}"
8_8,1.0462035465937774E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.030550602159146]}"
8_9,1.0378464013351708E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.030550602159146]}"
8_10,9.993368075447424E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.030550602159146]}"
8_11,9.713696738928825E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.030550602159146]}"
8_12,1.0618327956619067E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.057500060682734]}"
8_13,1.0619394014384341E-4,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.057500060682734]}"
8_14,9.710351039243751E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.057500060682734]}"
8_15,9.865765604369599E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.057500060682734]}"
8_16,9.445247029550314E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.057500060682734]}"
8_17,9.456173805545934E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.057500060682734]}"
8_18,9.831893261975515E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.084449519206316]}"
8_19,9.632858276008174E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.084449519206316]}"
8_20,9.248788404213507E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.084449519206316]}"
8_21,9.062350066694791E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.084449519206316]}"
8_22,8.899067670800223E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.084449519206316]}"
8_23,8.689516710415368E-5,Sentinel-5P,2024-09-15,2024-05-15,,,NO2,Üsküdar,3,JJA,Summer,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.084449519206316]}"
9_0,1.1841520125818541E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.172788851781462,40.86885385101763]}"
9_1,1.1754619845305494E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.199738310305047,40.86885385101763]}"
9_2,1.1620577360776945E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.226687768828633,40.86885385101763]}"
9_3,1.1885941901148585E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.25363722735222,40.86885385101763]}"
9_4,1.186957342198242E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.280586685875804,40.86885385101763]}"
9_5,1.1940480171035569E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.30753614439939,40.86885385101763]}"
9_6,1.2127910104104833E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334485602922975,40.86885385101763]}"
9_7,1.1537819866804448E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.172788851781462,40.895803309541215]}"
9_8,1.1734003022148833E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.199738310305047,40.895803309541215]}"
9_9,1.1743462290738922E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.226687768828633,40.895803309541215]}"
9_10,1.1734717378153956E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.25363722735222,40.895803309541215]}"
9_11,1.1960351837611474E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.280586685875804,40.895803309541215]}"
9_12,1.1731263146517338E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.30753614439939,40.895803309541215]}"
9_13,1.1698195565639992E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334485602922975,40.895803309541215]}"
9_14,1.1547082659758581E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.172788851781462,40.922752768064804]}"
